Rank;Name;Year;Genre;Genre_Enum;Publisher;VG_Global_Sales;IGN_Score;Editors_Choice
3866;40 Winks;1999;Platform;1;GT Interactive;0.31;5.5;N
3867;PowerUp Heroes;2011;Fighting;4;Ubisoft;0.3;5.5;N
3868;Sword Art Online: Hollow Fragment;2014;Role-Playing;3;Namco Bandai Games;0.42;5.5;N
3869;Tom and Jerry Tales;2006;Platform;1;Warner Bros. Interactive Entertainment;0.29;5.5;N
3870;The Bureau: XCOM Declassified;2013;Shooter;7;Take-Two Interactive;0.58;5.5;N
3871;Shadow Hearts;2001;Role-Playing;3;Midway Games;0.28;5.5;N
3872;My Japanese Coach;2008;Misc;12;Ubisoft;0.28;5.5;N
3873;Warpath: Jurassic Park;1998;Fighting;4;Electronic Arts;0.28;5.5;N
3874;Dave Mirra Freestyle BMX: Maximum Remix;2001;Sports;2;Acclaim Entertainment;0.27;5.5;N
3875;Create;2010;Action;5;Electronic Arts;0.62;5.5;N
3876;Rune: Viking Warlord;2001;Action;5;Take-Two Interactive;0.26;5.5;N
3877;X-Men: Destiny;2011;Action;5;Activision;0.66;5.5;N
3878;America's Army: Rise of a Soldier;2005;Shooter;7;Ubisoft;0.25;5.5;N
3879;NCAA GameBreaker 2003;2002;Sports;2;Sony Computer Entertainment;0.23;5.5;N
3880;NBA Live 15;2014;Sports;2;Electronic Arts;0.43;5.5;N
3881;Naruto Shippuden: Ninja Council 4;2007;Action;5;Nintendo;0.23;5.5;N
3882;Rune Factory: Tides of Destiny;2011;Role-Playing;3;Marvelous Interactive;0.43;5.5;N
3883;Spirit Camera: The Cursed Memoir;2012;Adventure;6;Nintendo;0.22;5.5;N
3884;Crash 'N' Burn;2004;Racing;8;Eidos Interactive;0.3;5.5;N
3885;Power Rangers: Wild Force;2002;Action;5;THQ;0.21;5.5;N
3886;Way of the Samurai 4;2011;Action;5;Nippon Ichi Software;0.2;5.5;N
3887;Captain America: Super Soldier;2011;Action;5;Sega;0.57;5.5;N
3888;Teenage Mutant Ninja Turtles 3: Mutant Nightmare;2005;Action;5;Konami Digital Entertainment;0.42;5.5;N
3889;Predator: Concrete Jungle;2005;Action;5;Vivendi Games;0.3;5.5;N
3890;Big Mutha Truckers 2;2005;Racing;8;Xplosiv;0.27;5.5;N
3891;Chaotic: Shadow Warriors;2009;Action;5;Activision;0.68;5.5;N
3892;Shaun White Skateboarding;2010;Sports;2;Ubisoft;0.57;5.5;N
3893;Naruto Shippuden: Dragon Blade Chronicles;2009;Action;5;505 Games;0.18;5.5;N
3894;Vietcong: Purple Haze;2004;Shooter;7;Gathering of Developers;0.26;5.5;N
3895;Lost in Blue 3;2007;Adventure;6;Konami Digital Entertainment;0.17;5.5;N
3896;Disney Golf;2002;Sports;2;Electronic Arts;0.17;5.5;N
3897;Curious George;2006;Action;5;Namco Bandai Games;0.46;5.5;N
3898;Stronghold 3;2011;Strategy;9;7Sixty LLC;0.16;5.5;N
3899;Blitz: The League II;2008;Sports;2;Midway Games;0.26;5.5;N
3900;Get On Da Mic;2004;Misc;12;Eidos Interactive;0.15;5.5;N
3901;The Sims Medieval: Pirates and Nobles;2011;Simulation;11;Electronic Arts;0.15;5.5;N
3902;Cardinal Syn;1998;Fighting;4;Sony Computer Entertainment;0.15;5.5;N
3903;Cranium Kabookii;2007;Misc;12;Ubisoft;0.14;5.5;N
3904;Shining Soul;2002;Role-Playing;3;Atari;0.14;5.5;N
3905;Monster Rancher DS;2008;Role-Playing;3;Tecmo Koei;0.13;5.5;N
3906;Assault: Retribution;1998;Action;5;Telstar;0.13;5.5;N
3907;The Ant Bully;2006;Platform;1;Midway Games;0.35;5.5;N
3908;Major League Baseball 2K8 Fantasy All-Stars;2008;Sports;2;Take-Two Interactive;0.12;5.5;N
3909;nail'd;2010;Racing;8;Deep Silver;0.22;5.5;N
3910;Battles of Prince of Persia;2005;Strategy;9;Ubisoft;0.12;5.5;N
3911;Blood Drive;2010;Racing;8;Activision;0.18;5.5;N
3912;John Daly's ProStroke Golf;2010;Sports;2;O-Games;0.12;5.5;N
3913;Code Lyoko: Quest for Infinity;2007;Action;5;Game Factory;0.13;5.5;N
3914;Cubic Ninja;2011;Platform;1;Ubisoft;0.1;5.5;N
3915;Touch Detective;2006;Adventure;6;505 Games;0.1;5.5;N
3916;Speed Kings;2003;Racing;8;Acclaim Entertainment;0.16;5.5;N
3917;The Legend of Heroes: A Tear of Vermillion;2005;Role-Playing;3;Namco Bandai Games;0.09;5.5;N
3918;New Legends;2002;Action;5;THQ;0.09;5.5;N
3919;Fighting Fantasy: The Warlock of Firetop Mountain;2009;Role-Playing;3;Aspyr;0.09;5.5;N
3920;Sega Casino;2005;Misc;12;Sega;0.09;5.5;N
3921;Chameleon;2006;Puzzle;10;505 Games;0.08;5.5;N
3922;LEGO Soccer Mania;2002;Sports;2;Electronic Arts;0.16;5.5;N
3923;Saint Seiya: Brave Soldiers;2013;Fighting;4;Namco Bandai Games;0.07;5.5;N
3924;Alexi Lalas International Soccer;1998;Sports;2;Take-Two Interactive;0.07;5.5;N
3925;Monster Rancher Battle Card: Episode II;2000;Action;5;Tecmo Koei;0.07;5.5;N
3926;Inversion;2012;Shooter;7;Namco Bandai Games;0.14;5.5;N
3927;Operation: Vietnam;2007;Shooter;7;Majesco Entertainment;0.07;5.5;N
3928;Dragoneer's Aria;2007;Role-Playing;3;Tecmo Koei;0.07;5.5;N
3929;Lost in Blue 2;2007;Adventure;6;Konami Digital Entertainment;0.07;5.5;N
3930;Destrega;1998;Fighting;4;Sony Computer Entertainment;0.07;5.5;N
3931;Armored Core: Nine Breaker;2004;Simulation;11;505 Games;0.07;5.5;N
3932;Spy Fox in Dry Cereal;2008;Adventure;6;Majesco Entertainment;0.06;5.5;N
3933;Kurupoto Cool Cool Stars;2007;Action;5;Starfish;0.06;5.5;N
3934;Cabela's Dangerous Hunts: Ultimate Challenge;2006;Sports;2;Activision Value;0.06;5.5;N
3935;Winx Club: Mission Enchantix;2008;Adventure;6;Konami Digital Entertainment;0.06;5.5;N
3936;Honeycomb Beat;2006;Puzzle;10;Konami Digital Entertainment;0.06;5.5;N
3937;ESPN International Winter Sports 2002;2002;Sports;2;Konami Digital Entertainment;0.11;5.5;N
3938;Carve;2004;Racing;8;Global Star;0.05;5.5;N
3939;Black Sigil: Blade of the Exiled;2009;Role-Playing;3;Graffiti;0.05;5.5;N
3940;Bass Rise;1999;Sports;2;Namco Bandai Games;0.05;5.5;N
3941;Spitfire Heroes: Tales of the Royal Air Force;2008;Simulation;11;Destineer;0.05;5.5;N
3942;Twin Strike: Operation Thunder;2008;Shooter;7;Zoo Games;0.04;5.5;N
3943;Zoo Hospital;2007;Simulation;11;Eidos Interactive;0.21;5.5;N
3944;Zoo Tycoon;2001;Strategy;9;Microsoft Game Studios;0.03;5.5;N
3945;Astonishia Story;2006;Role-Playing;3;Ubisoft;0.03;5.5;N
3946;Jikandia: The Timeless Land;2010;Role-Playing;3;Idea Factory;0.03;5.5;N
3947;DICE: DNA Integrated Cybernetic Enterprises;2005;Shooter;7;Namco Bandai Games;0.03;5.5;N
3948;Whiteout;2002;Racing;8;Konami Digital Entertainment;0.05;5.5;N
3949;Kensei: Sacred Fist;1997;Fighting;4;Konami Digital Entertainment;0.02;5.5;N
3950;DemiKids: Dark Version;2002;Role-Playing;3;Atlus;0.02;5.5;N
3951;DemiKids: Light Version;2002;Role-Playing;3;Atlus;0.02;5.5;N
3952;The Mummy;2002;Action;5;Ubisoft;0.02;5.5;N
3953;Irritating Stick;1998;Action;5;Saurus;0.02;5.5;N
3954;LifeSigns: Surgical Unit;2005;Simulation;11;JoWood Productions;0.02;5.5;N
3955;Kao the Kangaroo Round 2;2005;Platform;1;JoWood Productions;0.04;5.5;N
3956;Fullmetal Alchemist: Trading Card Game;2007;Misc;12;Destineer;0.01;5.5;N
3957;Dance Dance Revolution X;2008;Simulation;11;Konami Digital Entertainment;1.75;5.4;N
3958;NBA Live 09 All-Play;2008;Sports;2;Electronic Arts;0.22;5.4;N
3959;Hyperdimension Neptunia Victory;2012;Role-Playing;3;Compile Heart;0.23;5.4;N
3960;Dark Rift;1997;Fighting;4;Vic Tokai;0.15;5.4;N
3961;Portal Runner;2001;Platform;1;3DO;0.13;5.4;N
3962;Baroque;2007;Role-Playing;3;Rising Star Games;0.21;5.4;N
3963;Army Men: RTS;2002;Strategy;9;3DO;0.18;5.4;N
3964;Ant Nation;2009;Simulation;11;Konami Digital Entertainment;0.07;5.4;N
3965;Blues Brothers 2000;2000;Platform;1;Virgin Interactive;0.05;5.4;N
3966;Dynasty Warriors Vol. 2;2006;Action;5;Tecmo Koei;0.05;5.4;N
3967;Empire Earth III;2007;Strategy;9;Vivendi Games;0.04;5.4;N
3968;Carmageddon: Max Damage;2016;Action;5;Stainless Games;0.01;5.4;N
3969;Just Dance 4;2012;Misc;12;Ubisoft;8.93;5.3;N
3970;Deca Sports 2;2009;Sports;2;Hudson Soft;0.82;5.3;N
3971;The Last Remnant;2008;Role-Playing;3;Square Enix;0.7;5.3;N
3972;SEGA Classics Collection;2005;Misc;12;Sega;0.43;5.3;N
3973;Cabela's Trophy Bucks;2007;Sports;2;Activision Value;0.38;5.3;N
3974;Dune 2000;1999;Strategy;9;Electronic Arts;0.25;5.3;N
3975;Valhalla Knights;2006;Role-Playing;3;Rising Star Games;0.24;5.3;N
3976;Rampage 2: Universal Tour;1998;Action;5;GT Interactive;0.45;5.3;N
3977;Hot Wheels: Battle Force 5;2009;Racing;8;Activision;0.34;5.3;N
3978;Frogger: Ancient Shadow;2005;Platform;1;Konami Digital Entertainment;0.18;5.3;N
3979;Samurai Warriors 2: Xtreme Legends;2007;Action;5;Tecmo Koei;0.09;5.3;N
3980;State of Emergency 2;2006;Shooter;7;SouthPeak Games;0.08;5.3;N
3981;ZooCube;2002;Puzzle;10;Acclaim Entertainment;0.07;5.3;N
3982;Egg Mania: Eggstreme Madness;2002;Puzzle;10;Kemco;0.05;5.3;N
3983;Peter Pan in Disney's Return to Never Land;2002;Platform;1;Sony Computer Entertainment;0.02;5.3;N
3984;Agatha Christie: Death on the Nile;2008;Adventure;6;Big Fish Games;0.02;5.3;N
3985;Poker for Dummies;2008;Misc;12;Electronic Arts;0.01;5.3;N
3986;World Heroes Anthology;2007;Fighting;4;Ignition Entertainment;0.01;5.3;N
3987;Mario Party 8;2007;Misc;12;Nintendo;8.42;5.2;N
3988;Kirby Air Ride;2003;Racing;8;Nintendo;1.62;5.2;N
3989;Omerta: City of Gangsters;2011;Simulation;11;Konami Digital Entertainment;1.86;5.2;N
3990;Tiger Woods PGA Tour 09;2008;Sports;2;Electronic Arts;2.04;5.2;N
3991;Dynasty Warriors 5: Xtreme Legends;2005;Action;5;Tecmo Koei;0.57;5.2;N
3992;The Incredible Hulk;2003;Action;5;Universal Interactive;2.03;5.2;N
3993;Looney Tunes: Acme Arsenal;2007;Action;5;Warner Bros. Interactive Entertainment;0.69;5.2;N
3994;Cabela's Dangerous Hunts 2009;2008;Sports;2;Activision Value;0.82;5.2;N
3995;F1 Race Stars;2012;Racing;8;Codemasters;0.66;5.2;N
3996;Tenchu Z;2006;Action;5;Microsoft Game Studios;0.34;5.2;N
3997;Virtua Cop 2;1996;Shooter;7;Sega;0.3;5.2;N
3998;NHL FaceOff 2003;2002;Sports;2;Sony Computer Entertainment;0.23;5.2;N
3999;Summer Athletics: The Ultimate Challenge;2008;Sports;2;DTP Entertainment;0.21;5.2;N
4000;Musashi: Samurai Legend;2005;Role-Playing;3;Atari;0.15;5.2;N
4001;Candace Kane's Candy Factory;2008;Action;5;Destineer;0.19;5.2;N
4002;Eat Lead: The Return of Matt Hazard;2009;Shooter;7;D3Publisher;0.26;5.2;N
4003;Rush;2006;Racing;8;Midway Games;0.12;5.2;N
4004;Risen 3: Titan Lords;2014;Role-Playing;3;Deep Silver;0.33;5.2;N
4005;Dark Angel: Vampire Apocalypse;2001;Role-Playing;3;Metro 3D;0.09;5.2;N
4006;Aero Gauge;1997;Racing;8;ASCII Entertainment;0.07;5.2;N
4007;Elite Forces: Unit 77;2009;Strategy;9;Deep Silver;0.06;5.2;N
4008;Monster Madness: Grave Danger;2008;Shooter;7;SouthPeak Games;0.06;5.2;N
4009;Flipnic: Ultimate Pinball;2003;Misc;12;Ubisoft;0.06;5.2;N
4010;Samurai Jack: The Shadow of Aku;2004;Action;5;Sega;0.08;5.2;N
4011;Stolen;2005;Action;5;Hip Interactive;0.04;5.2;N
4012;DT Carnage;2009;Racing;8;Agetec;0.04;5.2;N
4013;Painkiller: Hell Wars;2006;Shooter;7;DreamCatcher Interactive;0.04;5.2;N
4014;Combat Mission: Shock Force;2007;Strategy;9;Paradox Interactive;0.03;5.2;N
4015;Starshot: Space Circus Fever;1998;Platform;1;Infogrames;0.03;5.2;N
4016;Tamagotchi;1996;Simulation;11;Namco Bandai Games;1.45;5.1;N
4017;ISS Pro Evolution;1998;Sports;2;Konami Digital Entertainment;0.76;5.1;N
4018;Bolt;2008;Adventure;6;Disney Interactive Studios;1.89;5.1;N
4019;Avatar: The Last Airbender;2006;Adventure;6;THQ;1.23;5.1;N
4020;Iron Man 2;2010;Action;5;Sega;1.72;5.1;N
4021;Fuel;2009;Racing;8;Codemasters;0.58;5.1;N
4022;X-Men Origins: Wolverine;2009;Action;5;Activision;0.82;5.1;N
4023;Whirl Tour;2002;Sports;2;Crave Entertainment;0.27;5.1;N
4024;Fairytale Fights;2009;Action;5;Playlogic Game Factory;0.34;5.1;N
4025;Hannah Montana: Rock Out the Show;2009;Misc;12;Disney Interactive Studios;0.16;5.1;N
4026;Dream Pinball 3D;2008;Misc;12;SouthPeak Games;0.17;5.1;N
4027;Class of Heroes;2008;Role-Playing;3;Acquire;0.14;5.1;N
4028;Mushroom Men: Rise of the Fungi;2008;Action;5;SouthPeak Games;0.11;5.1;N
4029;My Fun Facts Coach;2008;Misc;12;Ubisoft;0.08;5.1;N
4030;Virtua Striker 2002;2002;Sports;2;Sega;0.05;5.1;N
4031;Powerdrome;2004;Racing;8;Evolved Games;0.06;5.1;N
4032;NHL Blades of Steel '99;1999;Sports;2;Konami Digital Entertainment;0.05;5.1;N
4033;WarTech: Senko no Ronde;2006;Fighting;4;Ubisoft;0.04;5.1;N
4034;Driver 2;2000;Action;5;Atari;4.73;5;N
4035;Namco Museum: 50th Anniversary;2005;Misc;12;Namco Bandai Games;4.57;5;N
4036;Wii Music;2008;Misc;12;Nintendo;3.27;5;N
4037;007: Tomorrow Never Dies;1999;Shooter;7;Electronic Arts;3.21;5;N
4038;Personal Trainer: Math;2007;Puzzle;10;Nintendo;1.7;5;N
4039;Pokemon Battle Revolution;2006;Role-Playing;3;Nintendo;1.61;5;N
4040;Sonic Adventure DX: Director's Cut;2003;Platform;1;Sega;1.27;5;N
4041;Road Rash 3D;1998;Racing;8;Electronic Arts;1.25;5;N
4042;Sniper: Ghost Warrior;2010;Shooter;7;City Interactive;2.12;5;N
4043;Action Bass;2000;Action;5;Take-Two Interactive;1.14;5;N
4044;Dora the Explorer: Dora Saves the Mermaids;2007;Platform;1;Take-Two Interactive;1.18;5;N
4045;The Lost World: Jurassic Park;1997;Action;5;Electronic Arts;1.02;5;N
4046;Army of Two: The 40th Day;2010;Shooter;7;Electronic Arts;2.12;5;N
4047;Dynasty Warriors 7;2011;Action;5;Tecmo Koei;1.16;5;N
4048;LittleBigPlanet Karting;2012;Action;5;Sony Computer Entertainment;0.9;5;N
4049;Wizards of Waverly Place;2009;Misc;12;Disney Interactive Studios;0.87;5;N
4050;I Spy: Fun House;2007;Puzzle;10;Scholastic Inc.;0.83;5;N
4051;Casper;1996;Adventure;6;Interplay;0.84;5;N
4052;Rocket Power: Beach Bandits;2002;Platform;1;THQ;1.33;5;N
4053;Caesars Palace 2000: Millennium Gold Edition;2000;Misc;12;Interplay;0.77;5;N
4054;My Baby Girl;2008;Simulation;11;Nobilis;0.77;5;N
4055;San Francisco Rush: Extreme Racing;1997;Racing;8;GT Interactive;1.13;5;N
4056;Namco Museum Remix;2007;Misc;12;Atari;0.74;5;N
4057;Indiana Jones and the Staff of Kings;2009;Action;5;Activision;1.54;5;N
4058;James Bond 007: Blood Stone;2010;Shooter;7;Activision;1.29;5;N
4059;Mario Pinball Land;2004;Misc;12;Nintendo;0.69;5;N
4060;NFL Xtreme;1998;Sports;2;Sony Computer Entertainment;0.69;5;N
4061;Lollipop Chainsaw;2012;Action;5;Warner Bros. Interactive Entertainment;1.16;5;N
4062;Fist of the North Star: Ken's Rage;2010;Action;5;Ubisoft Annecy;0.82;5;N
4063;Dogz;2004;Simulation;11;Ubisoft;1.2;5;N
4064;Yakuza: Dead Souls;2011;Shooter;7;Sega;0.61;5;N
4065;Naruto: Uzumaki Chronicles 2;2006;Action;5;Namco Bandai Games;0.58;5;N
4066;Rooms: The Main Building;2010;Adventure;6;Nintendo;0.64;5;N
4067;Contender 2;2000;Fighting;4;3DO;0.55;5;N
4068;Star Wars: Dark Forces;1996;Shooter;7;LucasArts;0.55;5;N
4069;Are You Smarter than a 5th Grader? Make the Grade;2008;Misc;12;THQ;0.94;5;N
4070;007 Racing;2000;Racing;8;Electronic Arts;0.53;5;N
4071;Monsters vs. Aliens;2009;Action;5;Activision;1.47;5;N
4072;Active Life: Extreme Challenge;2009;Sports;2;Namco Bandai Games;0.48;5;N
4073;Petz Sports;2008;Simulation;11;Ubisoft;0.47;5;N
4074;Hometown Story;2013;Role-Playing;3;Rising Star Games;0.42;5;N
4075;Ragnarok Odyssey;2012;Role-Playing;3;GungHo;0.46;5;N
4076;Dr. Mario 64;2001;Puzzle;10;Nintendo;0.42;5;N
4077;Army Men: Sarge's Heroes 2;2000;Shooter;7;3DO;0.83;5;N
4078;Animal Crossing: Amiibo Festival;2015;Misc;12;Nintendo;0.42;5;N
4079;SpongeBob SquigglePants;2011;Misc;12;THQ;0.41;5;N
4080;Rampage: Total Destruction;2006;Action;5;Midway Games;0.99;5;N
4081;Planet 51;2009;Action;5;Sega;0.83;5;N
4082;Nicktoons: Freeze Frame Frenzy;2004;Action;5;THQ;0.4;5;N
4083;MotoGP 08;2008;Racing;8;Capcom;0.96;5;N
4084;Madden NFL Football;2011;Sports;2;Electronic Arts;0.39;5;N
4085;Samurai Warriors Chronicles;2011;Action;5;Tecmo Koei;0.39;5;N
4086;Pokemon Channel;2003;Adventure;6;Nintendo;0.38;5;N
4087;Robots;2005;Action;5;Vivendi Games;0.75;5;N
4088;Dark Void;2010;Action;5;Capcom;0.69;5;N
4089;Blasto;1998;Action;5;Sony Computer Entertainment;0.35;5;N
4090;Sniper: Ghost Warrior 2;2013;Shooter;7;City Interactive;0.65;5;N
4091;My Baby Boy;2008;Simulation;11;Nobilis;0.34;5;N
4092;Deathtrap Dungeon;1998;Action;5;Eidos Interactive;0.33;5;N
4093;Rugby World Cup 2011;2011;Sports;2;505 Games;0.61;5;N
4094;Homefront: The Revolution;2016;Shooter;7;Deep Silver;0.45;5;N
4095;Happy Feet;2006;Action;5;Midway Games;0.7;5;N
4096;AMF Bowling 2004;2003;Sports;2;Mud Duck Productions;0.3;5;N
4097;Turning Point: Fall of Liberty;2008;Shooter;7;Codemasters;0.54;5;N
4098;MLB Pennant Race;1996;Sports;2;Sony Computer Entertainment;0.29;5;N
4099;NASCAR 08;2007;Racing;8;Electronic Arts;0.76;5;N
4100;El Shaddai: Ascension of the Metatron;2011;Action;5;Ignition Entertainment;0.45;5;N
4101;VMX Racing;1997;Racing;8;Playmates;0.28;5;N
4102;Army of Two: The Devil's Cartel;2013;Shooter;7;Electronic Arts;0.54;5;N
4103;Pitfall: The Mayan Adventure;2001;Platform;1;Interplay;0.28;5;N
4104;Deer Hunter;2003;Sports;2;Atari;0.28;5;N
4105;Q-Ball: Billiards Master;2000;Sports;2;Take-Two Interactive;0.27;5;N
4106;MotoGP;2000;Racing;8;Namco Bandai Games;0.64;5;N
4107;Teenage Mutant Ninja Turtles: Danger of the Ooze;2014;Adventure;6;Activision;0.62;5;N
4108;Animal Paradise;2007;Simulation;11;Empire Interactive;0.25;5;N
4109;Don King Presents: Prizefighter;2008;Sports;2;Take-Two Interactive;0.25;5;N
4110;Pirates of the Caribbean: The Legend of Jack Sparrow;2006;Adventure;6;Ubisoft;0.25;5;N
4111;Project Overkill;1996;Shooter;7;Konami Digital Entertainment;0.25;5;N
4112;Catz;2005;Simulation;11;Ubisoft;0.8;5;N
4113;Dreamcast Collection;2011;Misc;12;Sega;0.24;5;N
4114;Britney's Dance Beat;2002;Misc;12;THQ;0.46;5;N
4115;Bass Pro Shops: The Hunt;2010;Sports;2;XS Games;0.33;5;N
4116;Boogie SuperStar;2008;Misc;12;Electronic Arts;0.24;5;N
4117;The Lord of the Rings: Aragorn's Quest;2010;Action;5;Warner Bros. Interactive Entertainment;0.71;5;N
4118;Critical Depth;1997;Action;5;GT Interactive;0.23;5;N
4119;Valhalla Knights 2;2008;Role-Playing;3;Rising Star Games;0.23;5;N
4120;Jersey Devil;1997;Platform;1;Ocean;0.23;5;N
4121;Killer is Dead;2013;Action;5;Deep Silver;0.34;5;N
4122;Time Crisis: Crisis Zone;2004;Shooter;7;Namco Bandai Games;0.22;5;N
4123;Robotech: The Macross Saga;2002;Shooter;7;TDK Mediactive;0.21;5;N
4124;Namco Museum Megamix;2010;Misc;12;Namco Bandai Games;0.21;5;N
4125;Battle of Giants: Dinosaurs Strike;2010;Strategy;9;Ubisoft;0.2;5;N
4126;Body and Brain Connection;2010;Misc;12;Namco Bandai Games;0.2;5;N
4127;The Great Escape;2003;Action;5;SCi;0.26;5;N
4128;FaceBreaker;2008;Fighting;4;Electronic Arts;0.36;5;N
4129;Hexen;1996;Shooter;7;GT Interactive;0.19;5;N
4130;AeroFighters Assault;1997;Action;5;Video System;0.19;5;N
4131;Sports Illustrated for Kids: Football;2003;Sports;2;BAM! Entertainment;0.18;5;N
4132;Velvet Assassin;2009;Shooter;7;DTP Entertainment;0.18;5;N
4133;LEGO Island 2: The Brickster's Revenge;2001;Adventure;6;LEGO Media;0.18;5;N
4134;Dead or Alive Paradise;2010;Misc;12;Ubisoft Annecy;0.17;5;N
4135;Warriors of Might and Magic;2001;Adventure;6;3DO;0.3;5;N
4136;NCAA Football 09 All-Play;2008;Sports;2;Electronic Arts;0.17;5;N
4137;PlayStation Move Heroes;2011;Platform;1;Sony Computer Entertainment;0.17;5;N
4138;The King of Fighters '95;1996;Fighting;4;Sony Computer Entertainment;0.17;5;N
4139;Nightmare Creatures II;2000;Action;5;Konami Digital Entertainment;0.17;5;N
4140;Psychic Force;1996;Fighting;4;Acclaim Entertainment;0.16;5;N
4141;The Incredible Hulk: The Pantheon Saga;1996;Action;5;Eidos Interactive;0.16;5;N
4142;Naruto Shippuden: Legends: Akatsuki Rising;2009;Fighting;4;Namco Bandai Games;0.15;5;N
4143;Zoids: Battle Legends;2003;Action;5;Tomy Corporation;0.15;5;N
4144;The Fifth Element;1998;Action;5;Sony Computer Entertainment;0.14;5;N
4145;Adrenalin Misfits;2010;Racing;8;Konami Digital Entertainment;0.14;5;N
4146;Championship Motocross 2001 featuring Ricky Carmichael;2001;Racing;8;THQ;0.14;5;N
4147;Wild Earth: African Safari;2008;Simulation;11;Majesco Entertainment;0.14;5;N
4148;Retro Atari Classics;2005;Misc;12;Atari;0.13;5;N
4149;Shaman King: Power of Spirit;2004;Adventure;6;Konami Digital Entertainment;0.13;5;N
4150;Dead to Rights: Reckoning;2005;Shooter;7;Electronic Arts;0.13;5;N
4151;Supremacy MMA;2011;Fighting;4;505 Games;0.3;5;N
4152;My Chinese Coach;2008;Misc;12;Ubisoft;0.12;5;N
4153;Crime Killer;1998;Racing;8;Interplay;0.12;5;N
4154;Sega Touring Car Championship;1996;Racing;8;Sega;0.11;5;N
4155;Funky Barn;2012;Simulation;11;Ubisoft;0.11;5;N
4156;Maximum Force;1997;Shooter;7;GT Interactive;0.11;5;N
4157;Tonic Trouble;1999;Platform;1;Ubisoft;0.11;5;N
4158;Ninja Assault;2002;Shooter;7;Namco Bandai Games;0.11;5;N
4159;Black Bass with Blue Marlin;1999;Sports;2;Starfish;0.11;5;N
4160;Lucha Libre AAA: Heroes del Ring;2010;Fighting;4;Konami Digital Entertainment;0.15;5;N
4161;Death By Degrees;2005;Action;5;Sony Computer Entertainment;0.1;5;N
4162;Flying Dragon;1997;Fighting;4;Natsume;0.1;5;N
4163;Championship Pony;2008;Simulation;11;Destination Software, Inc;0.1;5;N
4164;Island Xtreme Stunts;2002;Action;5;Electronic Arts;0.09;5;N
4165;Data East Arcade Classics;2010;Misc;12;Majesco Entertainment;0.09;5;N
4166;Brain Voyage;2008;Puzzle;10;Eidos Interactive;0.09;5;N
4167;Cartoon Network: Punch Time Explosion XL;2011;Fighting;4;Crave Entertainment;0.23;5;N
4168;Smart Bomb;2005;Puzzle;10;Eidos Interactive;0.08;5;N
4169;C.O.P.: The Recruit;2009;Action;5;Ubisoft;0.08;5;N
4170;Evolution Worlds;2002;Role-Playing;3;Ubisoft;0.08;5;N
4171;Cosmic Family;2007;Misc;12;Ubisoft;0.08;5;N
4172;Whac-A-Mole;2005;Puzzle;10;Zoo Digital Publishing;0.09;5;N
4173;Skeleton Warriors;1996;Platform;1;Virgin Interactive;0.08;5;N
4174;Sprint Cars: Road to Knoxville;2005;Racing;8;THQ;0.07;5;N
4175;Tournament of Legends;2010;Fighting;4;Sega;0.07;5;N
4176;Speed Racer;1996;Racing;8;Tomy Corporation;0.07;5;N
4177;Star Soldier: Vanishing Earth;1998;Shooter;7;Hudson Entertainment;0.06;5;N
4178;Zendoku;2007;Puzzle;10;Eidos Interactive;0.06;5;N
4179;Viewtiful Joe: Red Hot Rumble;2005;Action;5;Capcom;0.15;5;N
4180;Gold and Glory: The Road to El Dorado;2000;Adventure;6;Ubisoft;0.06;5;N
4181;BattleBots: Beyond the BattleBox;2002;Action;5;Vivendi Games;0.06;5;N
4182;Friends: The One with All the Trivia;2005;Misc;12;Warner Bros. Interactive Entertainment;0.06;5;N
4183;Mister Slime;2008;Action;5;SouthPeak Games;0.05;5;N
4184;Bottom of the 9th '99;1998;Sports;2;Konami Digital Entertainment;0.05;5;N
4185;Major Minor's Majestic March;2009;Misc;12;Majesco Entertainment;0.05;5;N
4186;Strawberry Shortcake: Strawberryland Games;2006;Action;5;Game Factory;0.05;5;N
4187;Stunt GP;2001;Racing;8;Titus;0.05;5;N
4188;Neverland Card Battles;2008;Role-Playing;3;Idea Factory;0.05;5;N
4189;Rock of the Dead;2010;Shooter;7;Conspiracy Entertainment;0.1;5;N
4190;Wing Island;2006;Simulation;11;Konami Digital Entertainment;0.05;5;N
4191;Operation Flashpoint: Elite;2005;Shooter;7;Codemasters;0.04;5;N
4192;Off-Road Drive;2011;Racing;8;1C Company;0.04;5;N
4193;Syndicate Wars;1997;Strategy;9;Electronic Arts;0.04;5;N
4194;Rabbids Land;2012;Misc;12;Ubisoft;0.04;5;N
4195;Fading Shadows;2008;Puzzle;10;Ivolgamus;0.04;5;N
4196;Rebel Raiders: Operation Nighthawk;2006;Simulation;11;Kando Games;0.03;5;N
4197;Batman Forever: The Arcade Game;1996;Action;5;Acclaim Entertainment;0.03;5;N
4198;MotorHead;1998;Racing;8;Gremlin Interactive Ltd;0.03;5;N
4199;Blokus Portable: Steambot Championship;2006;Puzzle;10;Majesco Entertainment;0.03;5;N
4200;My DoItAll;2009;Misc;12;Tomy Corporation;0.03;5;N
4201;Pitball;1996;Sports;2;Time Warner Interactive;0.03;5;N
4202;Serious Sam Advance;2004;Shooter;7;Global Star;0.02;5;N
4203;Thunderbirds;2004;Shooter;7;Vivendi Games;0.02;5;N
4204;Disney Sports Football;2002;Sports;2;Unknown;0.04;5;N
